TaxiTNC,Personal
83,60
65,83
48,208
223,63
49,378
32,196
73,40
47,125
110,414
36,61
270,24
119,215
33,71
26,9
17,70
70,206
22,177
60,48
29,56
60,201
126,53
130,37
242,70
32,32
40,67
96,177
34,110
171,14
117,62
37,95
69,41
47,47
19,48
99,34
29,204
352,20
82,53
217,30
25,98
123,121
39,20
42,96
42,141
115,32
35,107
141,14
55,48
66,70
67,112
133,96
38,144
284,166
7,31
83,124
30,87
51,42
79,29
236,35
96,29
131,80
66,63
12,44
141,96
489,40
114,37
174,117
365,57
81,55
60,273
68,42
148,69
128,46
76,58
119,94
52,108
43,39
302,233
148,75
113,20
63,67
125,90
33,129
69,92
118,25
48,27
14,115
23,93
104,107
32,31
72,40
32,107
88,68
47,47
136,20
132,131
98,316
64,122
12,112
54,124
38,208
447,41
76,61
182,65
35,5
162,41
36,188
52,72
48,54
80,118
18,321
211,155
11,73
105,129
2,32
224,61
58,50
103,125
174,46
60,56
416,115
11,31
40,117
142,69
45,31
34,138
22,113
98,48
93,119
132,160
63,83
103,44
195,86
1,33
130,37
2,11
198,104
20,27
119,53
0,22
53,22
74,26
128,49
86,40
73,104
29,8
489,65
3,94
112,87
106,41
56,32
113,50
28,37
37,216
66,84
29,250
306,173
59,99
28,48
121,52
134,53
118,27
163,107
200,25
37,148
489,66
62,41
43,42
67,20
134,14
104,73
54,28
59,111
51,22
68,195
74,150
214,27
43,224
57,61
350,117
34,43
100,43
25,53
416,123
37,76
7,30
45,352
24,58
49,48
186,37
64,18
30,74
256,63
27,85
299,57
5,49
19,183
29,48
47,112
53,313
90,35
160,55
167,62
24,107
57,20
77,47
156,35
56,47
2,37
113,62
42,24
43,374
57,29
7,17
48,23
90,225
55,61
65,35
29,16
65,50
37,32
48,36
52,48
49,96
60,75
80,312
68,43
322,233
78,122
15,40
28,20
7,63
130,52
46,86
48,65
22,67
115,30
24,305
16,17
55,189
137,79
26,123
52,35
39,111
25,90
16,60
239,114
142,29
4,46
45,19
78,81
31,127
112,22
262,62
98,65
106,99
87,73
4,271
49,22
63,83
19,93
444,138
191,105
62,77
21,237
7,52
74,30
47,27
37,135
54,5
32,157
111,26
64,3
87,64
56,201
84,65
137,385
74,70
1,74
12,59
56,146
45,265
21,70
0,155
240,32
177,237
105,56
1,215
27,125
14,70
290,113
21,78
108,27
198,35
19,113
7,92
352,11
87,311
97,122
74,128
5,181
71,52
48,28
50,43
163,184
21,80
115,103
86,322
425,35
73,35
181,20
68,134
80,76
150,63
66,368
62,93
25,27
384,65
14,75
151,166
73,14
1,87
139,158
295,28
40,118
42,31
279,225
31,40
215,37
94,9
52,200
35,20
33,43
364,29
69,27
373,70
36,37
163,67
164,42
41,43
68,95
101,68
37,54
124,61
383,93
150,40
23,44
21,116
156,125
44,53
48,56
19,38
98,157
169,74
294,33
43,39
108,52
48,188
330,49
40,147
123,31
11,11
77,262
11,73
107,139
23,92
4,76
154,164
262,169
55,184
109,343
86,73
215,25
36,52
63,70
39,200
70,22
154,67
55,310
26,46
38,24
56,307
68,145
5,20
84,37
59,72
98,30
31,2
10,158
77,46
30,207
28,303
364,31
72,11
4,27
76,36
290,62
51,46
58,117
103,134
103,25
44,30
99,24
7,131
187,112
83,78
23,85
40,70
67,101
197,387
14,131
108,58
54,14
178,18
40,120
25,46
39,72
27,186
364,73
87,37
29,68
297,65
1,13
27,25
51,22
103,61
52,18
205,36
55,94
168,171
81,103
96,60
50,316
113,37
39,266
167,98
437,19
61,305
43,53
28,118
52,119
34,39
47,83
323,107
30,70
222,38
48,53
333,37
40,58
20,59
145,50
10,51
322,34
86,67
10,151
19,85
22,61
51,164
24,190
128,27
22,57
27,81
65,29
44,100
52,118
223,37
195,97
12,31
50,35
115,45
24,65
30,100
109,5
45,100
1,54
181,83
16,177
17,151
12,61
140,168
161,7
55,52
26,57
40,17
5,21
128,118
18,76
22,125
28,135
139,14
143,49
147,20
37,116
23,24
62,39
12,17
36,62
56,97
145,38
29,9
162,106
22,91
115,148
36,45
64,78
55,51
89,113
112,41
5,305
86,38
9,75
14,208
51,50
131,146
24,67
52,189
5,110
184,318
25,16
48,54
75,59
21,106
41,36
306,68
27,42
195,166
18,136
90,125
141,95
143,65
113,109
27,324
51,51
93,75
41,56
58,103
31,76
29,94
33,101
55,38
57,78
62,42
113,117
24,61
85,135
23,61
38,44
26,78
83,73
27,66
32,71
12,352
23,75
29,103
42,46
88,294
27,151
68,125
28,7
37,119
0,198
6,36
72,26
17,141
7,24
214,17
36,24
42,116
46,152
26,37
110,387
83,65
60,144
220,15
85,33
76,80
55,74
102,29
34,221
93,32
174,117
51,246
113,489
51,25
8,77
73,9
97,18
148,45
87,42
64,256
266,172
103,146
18,52
70,56
118,82
39,20
25,410
46,69
35,84
104,138
58,38
88,44
17,46
48,153
112,69
134,100
345,79
71,113
46,17
12,156
108,14
84,332
27,231
22,52
119,78
17,315
239,27
86,55
17,33
17,116
62,36
176,136
125,28
24,44
52,80
233,140
92,55
17,75
80,25
26,40
140,83
71,63
44,118
150,40
24,100
20,322
154,110
113,208
31,52
61,66
29,83
23,22
18,29
31,96
138,75
23,360
90,48
80,26
15,44
73,96
216,22
191,66
59,46
17,17
98,101
26,233
293,53
25,197
29,24
28,27
97,62
24,138
21,40
103,109
74,33
215,312
4,55
21,14
26,118
106,164
76,40
15,73
10,67
19,157
148,56
30,33
48,417
26,64
32,138
78,171
69,126
352,106
30,75
56,50
103,401
114,125
52,8
46,31
22,272
5,57
118,121
262,66
34,151
17,65
47,40
42,97
15,82
84,17
43,135
34,149
154,26
18,133
14,29
117,139
40,186
319,243
81,123
52,60
130,61
39,158
52,134
36,120
7,63
105,78
80,37
46,41
53,104
400,322
113,11
64,47
7,52
42,329
52,82
2,63
55,60
22,41
32,50
23,48
5,111
100,110
161,107
38,73
42,73
187,374
42,108
55,25
38,94
51,51
111,155
444,82
49,50
98,322
181,165
60,67
57,118
290,42
19,5
40,62
39,61
40,106
128,70
19,87
32,31
19,218
18,131
176,63
60,40
60,119
2,89
14,74
17,20
179,67
143,98
47,35
58,337
75,149
125,73
62,134
66,45
68,98
103,448
26,60
27,65
96,95
131,129
194,40
49,171
102,79
71,33
8,18
116,41
20,38
134,149
33,120
56,63
53,120
32,62
59,169
90,22
12,52
134,94
133,42
45,145
156,337
90,26
11,94
48,41
19,61
21,41
104,74
23,46
35,60
215,25
32,136
126,176
306,55
131,94
2,58
26,226
61,360
51,59
17,20
108,15
62,39
38,133
105,14
64,35
73,83
25,108
90,38
68,50
24,31
286,164
10,126
91,99
65,47
102,96
86,59
220,60
33,75
10,207
14,135
364,98
40,124
34,65
299,29
261,78
60,74
48,54
136,316
10,88
63,43
171,82
50,30
52,152
24,34
66,189
109,96
3,74
8,32
78,19
33,150
69,48
194,50
138,100
103,40
1,67
56,37
56,53
258,81
23,25
11,22
125,47
22,78
10,64
24,8
377,78
42,360
53,72
26,80
108,61
22,120
43,177
115,70
147,45
190,28
60,41
74,304
98,36
53,45
104,34
36,158
50,38
42,27
22,15
165,49
98,36
438,86
68,316
125,72
10,246
70,133
16,39
425,37
10,29
4,47
26,23
2,59
83,67
77,60
290,249
128,352
205,34
86,69
27,53
27,67
33,161
136,414
31,36
54,125
37,225
73,83
53,73
8,25
90,67
16,99
85,160
52,19
246,35
97,139
68,93
16,44
22,226
34,159
134,123
60,289
59,128
37,17
83,52
183,61
33,93
75,75
127,99
19,106
26,31
30,57
0,77
78,171
447,57
106,223
130,125
97,146
377,85
37,61
30,34
106,34
154,40
145,53
63,52
98,43
44,45
79,158
51,123
11,129
174,26
55,65
42,176
36,58
76,150
12,48
51,36
174,123
136,98
75,35
71,116
36,107
44,47
246,58
30,227
5,29
67,31
25,118
116,63
55,64
53,30
129,44
101,124
135,93
154,121
54,487
19,52
42,81
5,194
60,252
30,208
27,160
255,114
40,41
31,58
121,136
145,48
63,31
158,65
63,207
87,105
31,84
23,22
130,352
1,256
67,41
372,115
33,26
107,45
229,101
126,329
407,97
158,41
34,71
400,59
138,53
66,63
306,195
10,44
89,5
48,39
73,55
26,20
109,140
45,68
15,171
58,172
30,113
44,46
216,101
65,49
223,52
100,70
374,215
95,33
75,96
37,197
44,175
40,27
94,160
4,21
34,53
50,8
444,78
69,47
100,401
39,66
41,20
30,13
5,192
1,116
162,294
42,139
54,47
73,73
35,67
40,71
116,63
196,51
60,192
41,50
35,138
40,155
210,63
40,49
50,58
216,273
61,17
16,101
18,119
14,23
17,30
71,66
14,70
12,55
48,77
60,36
49,70
69,68
110,138
39,17
28,64
56,49
21,22
16,21
82,15
41,19
16,45
46,172
18,37
24,66
107,72
15,42
161,39
109,32
47,51
45,64
86,333
33,88
156,29
24,64
211,45
49,10
181,38
70,38
63,62
293,43
142,42
57,90
40,46
8,318
23,34
42,131
311,54
391,195
26,45
30,130
156,144
84,107
65,52
46,83
19,197
202,201
83,374
70,56
2,59
41,94
51,107
28,35
43,78
192,48
22,70
65,66
24,35
98,22
327,38
112,52
45,43
33,56
97,70
178,61
33,68
97,66
19,57
47,63
55,82
28,33
37,110
25,78
63,84
110,140
24,134
60,62
22,54
30,36
26,49
6,10
17,99
50,75
64,50
134,39
68,124
25,14
10,44
93,114
384,85
77,31
108,28
9,151
36,38
36,40
60,31
76,151
29,126
31,53
18,16
63,29
111,232
1,42
5,53
66,125
18,20
56,141
17,32
38,75
22,379
84,79
78,37
22,72
95,62
404,85
35,30
107,10
38,46
22,78
65,51
25,116
124,31
7,6
161,18
18,177
89,7
55,13
97,26
156,51
40,305
23,59
50,12
46,65
90,73
86,134
97,28
159,90
36,31
35,93
202,119
90,117
32,28
19,201
19,34
130,60
34,201
69,146
59,66
21,63
26,43
48,32
71,170
10,64
156,31
108,93
215,200
46,26
138,36
13,35
147,39
44,15
129,59
109,17
25,21
184,16
61,27
19,173
29,27
140,92
19,60
208,300
59,38
137,305
43,105
224,70
141,154
342,61
118,45
98,233
46,98
82,35
28,45
106,33
35,89
17,151
58,63
104,111
311,71
2,85
17,145
2,68
16,79
52,118
39,200
134,90
143,40
2,151
88,62
29,96
44,137
22,57
306,25
139,10
21,88
138,92
239,206
27,119
53,65
91,184
258,35
48,90
43,36
19,128
37,51
39,35
32,22
26,113
127,150
31,73
17,112
342,33
63,35
37,137
24,11
86,45
97,37
143,79
17,61
167,60
5,73
279,129
64,46
33,32
86,62
156,86
141,24
68,34
373,200
12,71
97,37
42,93
67,85
57,53
60,177
479,31
5,86
68,59
90,65
118,74
24,78
41,35
63,33
50,50
109,311
166,107
110,45
87,69
36,94
24,57
86,80
83,149
25,135
49,374
27,21
129,82
26,36
4,58
25,78
36,125
9,195
96,54
71,23
57,90
30,50
99,21
125,179
25,10
34,66
89,57
48,78
16,119
23,241
227,54
1,85
43,43
45,210
69,130
35,50
174,183
61,129
146,61
104,37
38,26
82,189
10,73
55,55
17,27
129,32
129,109
24,33
48,47
65,173
52,177
5,62
28,41
113,35
121,231
6,151
71,154
141,61
31,60
85,70
5,72
56,138
130,23
87,322
10,54
90,73
320,246
125,110
242,45
231,75
40,101
69,47
2,88
35,43
19,108
137,186
127,171
422,62
36,374
246,108
188,109
129,93
52,84
167,39
46,499
19,146
191,62
70,108
188,48
13,129
39,10
80,337
42,73
162,64
82,32
63,43
26,56
41,99
25,39
0,85
44,36
85,105
63,144
62,26
139,55
31,224
25,62
108,37
319,197
44,49
58,45
61,43
58,140
95,96
57,32
97,67
44,75
145,34
48,32
29,76
12,45
125,186
186,101
40,51
100,98
108,48
8,92
96,116
94,42
41,11
50,93
46,75
198,39
161,73
29,138
38,47
58,152
23,73
26,218
2,46
47,204
27,47
12,83
65,34
162,34
100,382
38,105
97,186
108,200
34,40
17,99
108,20
99,92
21,48
5,41
50,8
140,47
29,57
112,42
16,135
26,40
33,62
84,82
116,51
15,41
24,111
143,17
65,61
32,52
88,30
41,48
65,448
17,20
18,3
98,153
36,116
115,103
140,133
27,42
54,24
204,40
25,122
16,70
90,77
12,67
88,93
82,43
53,96
41,280
135,135
33,21
169,123
42,39
113,36
14,35
5,74
143,61
20,113
47,177
137,17
55,111
22,30
13,55
14,33
264,20
52,90
301,181
148,35
163,46
139,109
66,85
88,191
0,29
53,83
61,106
69,11
102,231
1,34
406,227
4,87
30,48
9,333
221,54
162,80
34,42
65,131
74,375
126,312
47,64
9,72
38,305
141,77
62,30
141,61
35,50
105,121
161,86
108,22
23,94
108,65
35,40
287,43
26,88
161,23
37,29
27,19
71,52
47,34
8,20
101,73
22,115
24,63
106,177
386,70
54,232
40,111
16,134
29,36
71,25
166,90
140,47
167,24
104,44
130,36
45,37
74,105
58,190
102,72
63,330
242,226
46,50
0,68
46,111
56,81
89,58
51,62
29,171
305,38
97,352
63,23
132,141
319,107
20,94
86,72
16,30
63,378
105,75
36,50
208,43
198,18
7,57
58,38
86,63
126,65
42,104
167,70
1,44
70,22
40,29
174,54
19,38
58,35
365,27
112,156
13,195
85,33
239,46
13,146
35,76
215,109
57,84
68,454
126,99
42,60
63,16
67,58
73,105
68,52
163,139
30,51
135,159
19,22
77,93
19,47
35,329
20,15
19,95
63,19
68,20
44,138
32,20
217,43
103,30
40,184
18,51
65,19
32,48
255,43
92,117
41,154
1,39
404,64
0,329
75,54
55,72
83,37
54,414
33,252
103,337
124,230
62,194
60,62
86,27
145,61
35,31
74,70
41,116
115,47
48,125
304,82
36,340
46,97
444,26
56,35
16,417
246,70
5,186
286,129
105,37
50,114
24,114
78,328
184,51
75,99
7,51
21,94
211,92
68,383
6,123
68,53
118,17
22,61
25,57
222,55
176,40
110,297
239,426
256,154
31,9
174,35
128,128
138,53
66,115
97,32
78,86
162,60
41,36
80,36
101,60
112,170
26,114
24,48
239,124
83,36
83,435
19,31
76,21
0,62
216,171
69,40
319,5
35,78
31,64
242,36
54,123
130,26
22,46
68,188
226,70
60,70
101,46
184,93
165,116
56,31
12,212
12,137
119,435
25,106
29,316
291,20
65,142
171,53
299,22
145,30
11,81
127,50
130,146
311,50
53,115
21,92
9,95
11,23
6,110
2,148
81,61
6,147
211,14
312,32
308,152
66,55
107,64
77,40
107,25
68,61
30,52
107,50
36,75
30,171
255,21
32,98
12,43
174,151
37,52
78,38
28,55
223,59
50,53
32,53
74,45
35,118
24,42
19,50
13,6
115,246
438,47
156,186
131,165
27,87
55,59
129,487
24,208
49,129
106,79
40,46
85,61
28,41
36,52
14,57
50,83
94,81
140,62
12,196
149,40
156,63
34,125
15,26
148,70
21,119
119,64
66,22
327,39
141,50
31,22
42,62
37,170
27,9
160,151
55,46
342,16
116,54
30,15
144,239
131,5
266,40
62,21
106,360
129,67
162,310
21,150
11,5
99,181
115,50
60,69
14,37
135,104
33,52
47,114
59,7
51,75
40,108
10,100
77,114
27,137
5,26
299,89
5,87
16,74
6,83
145,90
33,96
105,41
54,79
160,139
38,318
8,91
23,112
154,125
87,32
102,16
81,10
68,22
231,40
53,52
51,50
84,76
14,27
33,233
60,195
22,62
76,62
57,37
56,70
286,21
49,125
19,53
27,78
151,73
62,382
18,40
29,74
58,53
16,55
64,35
42,62
14,45
86,29
58,32
31,42
112,37
47,274
113,35
43,224
190,140
223,26
270,78
46,280
305,67
135,65
32,225
48,72
34,29
7,81
38,111
36,58
65,17
204,80
27,32
50,92
67,119
154,129
300,52
38,11
36,92
41,144
39,27
42,202
266,49
57,11
62,43
4,134
71,66
16,394
74,250
84,192
30,294
58,69
38,12
38,48
84,223
372,14
29,73
88,112
145,374
39,171
262,135
50,200
52,53
30,151
45,46
24,81
31,57
42,166
290,53
18,37
60,70
26,171
32,110
39,38
352,39
29,57
129,201
40,46
128,8
171,52
26,65
76,141
90,56
211,47
196,5
85,105
208,32
168,158
9,29
63,46
51,68
69,41
61,41
44,27
107,42
30,33
102,40
2,46
40,447
28,123
110,56
39,30
37,96
65,110
37,104
23,25
50,66
279,225
19,110
4,18
36,173
129,61
1,300
108,62
31,58
30,98
78,52
9,266
138,32
38,252
52,72
56,42
46,48
52,28
30,40
39,48
7,265
103,107
17,126
5,47
26,22
33,96
130,218
130,38
25,160
8,116
224,20
239,35
16,314
133,110
110,118
21,159
27,27
31,120
25,8
101,158
87,31
2,54
306,145
375,175
116,5
163,54
40,65
44,81
27,24
236,70
60,65
222,38
127,135
74,200
136,196
126,146
16,68
82,84
4,136
284,36
26,22
91,159
85,232
136,122
42,27
53,72
18,44
26,44
57,39
44,393
295,84
7,30
52,73
98,65
55,15
103,145
22,48
72,54
126,16
86,25
364,43
205,316
43,57
35,64
37,40
182,101
154,186
27,340
47,181
124,111
28,322
55,52
121,74
41,168
221,44
113,146
5,65
27,103
293,28
141,67
14,112
5,41
40,36
10,72
181,39
5,53
35,61
48,300
104,35
29,79
48,318
27,432
300,33
93,49
74,15
2,32
26,34
305,44
23,45
374,62
306,22
109,6
29,214
306,305
106,10
25,50
19,230
1,191
94,30
8,107
161,61
1,22
2,17
46,94
65,90
26,13
71,63
33,47
30,210
24,29
33,51
83,36
477,76
85,80
43,40
39,16
47,84
51,69
65,50
90,158
342,177
167,6
136,75
40,36
45,17
49,96
164,116
29,41
119,31
115,21
28,34
48,74
65,42
102,62
7,125
55,30
36,183
24,31
39,62
105,72
136,32
37,20
38,29
37,68
35,109
41,94
166,70
48,318
72,66
112,20
65,45
72,44
117,50
128,385
50,41
103,93
68,41
36,54
15,36
34,65
246,103
27,59
161,189
287,355
31,38
246,187
28,47
386,125
10,37
1,170
145,58
96,39
26,93
205,146
86,41
81,144
78,15
21,52
208,146
21,21
47,41
37,79
71,105
140,64
28,11
145,47
48,50
10,98
78,65
159,29
73,192
18,26
50,47
30,80
42,41
27,146
79,56
136,119
38,40
60,83
60,57
48,146
23,116
35,120
15,454
65,194
33,41
73,16
391,15
68,26
16,68
46,79
82,78
83,124
32,29
10,309
304,108
24,142
102,112
75,155
16,67
21,95
14,150
299,55
45,42
36,39
4,127
168,23
124,32
36,123
126,7
63,68
191,41
75,73
181,32
260,30
102,195
50,47
39,42
31,401
11,46
53,435
43,135
76,11
56,31
33,14
43,47
12,86
195,61
35,32
26,37
10,135
58,101
260,18
27,393
49,50
17,112
33,224
38,62
52,212
59,310
76,318
106,123
57,166
291,386
71,374
260,67
57,297
20,22
64,36
195,85
12,50
118,65
51,60
44,100
28,52
231,9
49,58
154,8
255,119
31,31
31,31
61,186
61,15
438,352
54,48
22,38
15,104
36,52
19,61
12,40
37,65
140,57
46,64
34,75
72,117
102,158
115,151
28,136
62,120
48,131
18,52
36,61
25,15
198,81
105,41
52,147
27,36
119,31
36,96
56,22
134,36
190,134
156,82
139,48
66,93
41,14
37,43
56,50
18,232
5,250
51,16
55,10
40,313
29,28
13,303
80,68
477,86
210,40
63,18
306,148
106,171
94,149
106,111
266,141
87,67
101,31
145,46
0,311
101,74
18,79
48,66
85,45
30,91
376,33
65,227
133,41
45,107
128,64
12,42
82,44
32,32
58,417
28,66
42,43
105,155
98,312
215,38
86,65
161,50
86,63
107,36
11,36
18,173
156,125
21,12
30,133
103,36
59,435
29,300
109,95
205,150
115,168
2,81
62,314
25,74
59,8
32,112
489,177
27,232
56,27
73,192
29,25
29,15
154,151
61,103
3,316
13,151
125,186
97,329
52,78
22,374
26,55
163,112
36,51
26,32
42,168
5,31
128,58
45,45
252,111
85,25
75,81
35,73
46,32
71,15
158,300
31,72
65,447
55,58
89,332
186,148
57,139
9,33
55,270
31,113
55,31
38,204
101,232
19,42
191,294
25,249
0,300
364,38
68,195
65,6
113,307
75,62
149,13
3,54
90,75
12,59
43,158
10,75
43,53
40,56
156,129
105,51
180,117
333,112
59,66
156,70
76,69
3,35
181,67
56,140
49,92
115,129
57,79
55,69
68,49
26,96
148,151
191,37
65,176
37,32
12,300
107,47
20,448
322,85
22,113
204,34
167,62
53,105
37,25
216,50
15,19
27,72
53,240
73,194
70,329
66,368
45,32
18,94
27,118
68,88
36,256
85,43
190,60
16,95
18,41
77,99
13,46
27,56
102,42
57,124
18,77
68,37
46,93
66,83
80,80
61,28
90,36
5,41
29,34
43,126
100,155
60,21
17,33
12,94
9,59
58,56
54,66
54,37
38,171
64,161
78,108
477,60
107,195
40,393
51,59
18,32
30,120
99,143
21,56
38,40
20,26
27,70
75,116
295,22
12,118
23,22
85,171
45,7
30,32
38,40
97,39
40,95
141,164
31,68
106,66
27,24
208,116
63,214
24,50
37,125
131,159
198,35
36,20
65,112
45,11
216,75
97,96
115,81
38,343
114,42
65,205
10,45
21,280
93,30
17,268
52,65
150,239
27,48
42,112
162,99
29,69
26,23
45,44
86,56
73,27
60,88
52,21
9,41
63,234
68,78
15,36
30,49
18,111
37,78
9,82
161,90
10,73
109,81
12,58
161,97
29,111
112,125
375,44
103,36
45,487
27,62
1,81
104,65
119,37
75,53
61,129
54,41
188,49
51,46
70,65
342,98
63,56
365,79
16,29
23,32
103,249
29,117
82,118
5,24
27,58
23,84
57,22
97,135
210,73
14,305
74,39
51,36
49,53
43,177
333,94
400,55
55,417
118,99
86,37
139,140
306,32
303,37
140,139
44,24
37,172
146,78
166,42
115,97
14,110
25,131
12,37
74,82
51,78
161,37
60,17
83,160
99,81
89,151
49,32
62,33
40,99
217,208
71,66
79,128
216,84
55,35
425,118
80,96
27,120
49,40
59,40
2,337
56,160
140,99
42,107
57,70
29,69
45,71
41,24
71,42
21,56
49,152
174,236
30,0
68,40
145,44
72,59
63,40
57,46
404,141
25,142
0,171
28,151
31,52
26,186
24,26
24,147
67,193
18,34
49,42
4,113
89,194
161,29
26,45
40,29
25,65
21,97
63,50
70,225
183,168
35,24
0,8
82,50
17,33
104,70
204,117
54,70
155,215
4,42
28,17
12,98
31,64
37,40
26,63
51,38
155,171
202,18
444,73
34,45
32,39
17,86
50,55
176,20
86,165
112,28
26,208
38,90
29,58
72,374
60,69
78,65
17,27
108,70
42,312
40,151
34,11
101,274
107,97
59,396
73,374
0,62
27,68
177,35
60,67
37,337
116,192
32,33
383,58
188,42
162,216
30,35
129,102
176,29
71,122
8,70
38,31
22,104
115,57
34,34
33,58
148,124
16,141
77,208
11,15
51,38
60,42
10,78
43,337
55,67
60,37
10,82
55,70
52,151
68,85
59,146
62,37
109,54
49,218
55,26
48,50
86,29
30,123
152,86
19,44
42,85
9,48
58,31
40,70
113,137
106,30
53,83
103,45
34,79
52,45
113,37
92,55
76,11
35,54
67,65
46,57
53,36
163,93
103,18
19,36
36,75
23,42
76,252
25,20
55,61
224,13
18,146
25,83
7,95
13,54
77,41
15,24
31,100
100,65
75,93
216,45
115,38
20,77
60,24
37,39
323,201
115,220
42,144
57,33
56,5
24,34
68,27
55,46
59,131
46,19
16,21
373,112
116,39
438,197
75,21
8,12
75,48
83,49
217,189
54,118
46,111
53,8
83,30
27,81
29,78
113,32
407,78
56,85
327,114
60,55
151,38
7,67
23,81
67,35
102,125
23,29
22,144
143,8
35,170
10,86
10,22
10,27
28,169
13,228
69,46
19,32
131,39
73,56
121,33
98,112
47,120
26,93
27,81
156,200
91,24
256,50
71,99
78,20
128,68
7,200
64,50
5,7
208,120
11,126
71,74
100,68
131,32
52,55
41,115
29,29
53,170
35,63
12,53
17,47
107,150
13,43
108,15
25,36
48,64
75,234
67,0
54,273
35,52
36,111
320,95
47,12
163,157
306,99
148,78
35,166
48,27
36,82
49,72
60,136
36,70
19,62
25,112
14,52
62,30
114,60
327,40
60,47
87,67
320,60
87,33
55,78
30,61
103,274
123,171
27,98
113,28
68,139
28,70
10,114
156,50
185,138
63,43
141,75
55,32
87,65
322,67
74,56
39,116
52,90
7,56
78,52
2,63
160,42
5,41
143,313
91,41
64,13
312,93
63,20
65,147
36,119
176,42
43,236
25,155
15,45
118,26
30,266
50,21
45,72
129,66
105,38
32,166
1,137
124,134
51,98
70,17
34,80
70,20
17,34
37,149
67,26
42,60
185,46
85,48
368,49
22,256
206,24
41,20
108,175
37,83
46,20
50,38
80,124
35,75
68,20
50,70
28,46
56,43
89,32
68,16
22,70
7,111
79,62
