TaxiTNC,Personal
30,20
51,40
26,42
7,23
65,29
95,28
20,171
49,18
30,61
293,58
75,94
84,99
28,50
75,225
256,225
60,39
28,164
53,23
68,25
72,316
124,80
93,31
62,27
102,37
38,166
55,224
85,84
44,226
29,194
16,83
55,37
16,39
36,22
299,32
63,88
140,6
28,94
44,127
93,79
295,29
25,120
38,36
106,23
97,5
11,36
16,87
364,42
68,111
45,31
51,78
49,91
108,20
128,17
78,114
1,112
61,55
114,76
114,71
23,39
33,50
52,48
106,154
204,25
312,113
126,37
16,50
40,82
28,83
57,53
26,38
24,31
21,59
32,62
7,19
46,45
19,85
24,61
50,68
48,56
45,38
12,100
55,352
135,75
256,80
258,280
76,151
383,74
90,62
187,81
47,52
55,111
294,113
23,105
136,128
37,100
19,140
60,8
138,73
27,40
108,60
109,60
39,52
223,65
47,95
65,43
9,38
123,39
364,151
42,82
108,46
75,125
29,84
134,46
138,20
19,27
49,105
20,11
17,226
104,71
27,65
156,35
40,47
36,96
39,215
6,21
109,61
32,19
75,35
55,38
52,53
50,52
306,21
293,30
32,76
239,417
8,64
124,79
10,66
49,42
204,100
98,44
48,58
26,37
82,40
21,61
76,101
43,75
37,118
24,379
45,82
33,86
156,29
180,40
41,186
97,75
67,383
15,100
36,27
1,77
171,62
109,34
87,29
4,46
54,23
16,66
1,31
160,68
46,0
24,35
319,38
69,42
2,60
98,126
188,81
65,77
18,104
58,115
125,72
35,188
145,69
125,34
34,61
16,44
364,43
195,53
42,27
156,118
33,152
22,88
28,63
122,22
92,62
27,72
83,59
98,73
31,85
161,195
26,45
35,191
49,37
60,40
30,129
163,100
11,62
45,195
146,70
68,108
125,271
176,64
115,66
87,218
27,212
73,123
13,88
128,191
119,58
65,5
181,17
44,15
45,117
36,120
70,25
51,72
120,47
37,65
108,69
129,92
131,112
27,173
80,197
59,124
83,305
98,85
47,115
87,52
22,42
41,151
39,233
39,69
7,274
246,117
294,146
37,84
35,75
104,37
113,13
25,112
22,62
80,18
88,90
191,43
47,195
102,16
15,241
33,2
20,138
37,42
55,51
34,39
51,20
72,87
22,39
129,50
185,151
148,147
51,79
152,58
26,111
14,77
136,216
28,252
16,6
28,206
1,83
67,64
39,26
128,65
162,120
26,340
15,33
40,52
185,101
52,79
73,155
161,52
191,109
39,52
56,50
13,166
22,36
11,34
7,112
75,62
41,42
10,59
46,123
221,35
119,70
197,99
86,18
128,94
39,150
121,21
9,159
8,106
41,32
64,49
167,36
46,29
24,31
70,22
146,39
39,232
63,27
163,51
92,106
5,39
73,131
290,135
23,22
45,66
30,111
51,208
19,64
67,39
286,78
46,104
51,83
21,40
56,66
38,68
0,42
87,117
262,35
224,77
127,20
35,223
9,36
21,151
5,52
372,74
125,89
205,17
29,33
68,175
44,60
262,116
88,34
109,72
48,64
167,20
22,91
72,41
21,42
130,158
19,47
66,435
13,23
163,72
16,40
42,76
26,294
25,144
70,57
208,172
18,280
319,28
56,27
47,25
86,5
55,280
115,60
47,76
25,225
42,43
358,50
145,99
57,42
26,152
115,99
159,60
80,29
148,200
217,45
279,83
105,41
101,62
59,90
143,31
115,62
63,33
25,45
260,75
4,97
246,98
40,66
36,94
55,44
115,73
42,93
83,41
36,30
24,67
41,92
73,80
64,39
128,70
37,33
85,38
50,104
52,44
84,66
41,145
25,114
31,128
221,42
39,31
58,34
29,48
93,118
69,87
369,67
447,42
22,147
37,34
13,111
24,63
29,300
15,36
164,85
198,133
42,43
422,136
24,43
34,196
270,97
128,205
319,77
121,57
47,123
165,83
22,374
160,208
72,447
26,64
308,37
290,73
47,60
57,204
80,47
145,198
61,64
22,60
208,80
84,50
14,82
156,27
74,158
55,25
42,35
14,108
46,66
67,70
22,32
1,49
165,62
103,300
58,172
124,76
136,24
14,33
51,22
27,45
33,448
102,63
54,32
141,125
117,27
43,40
99,45
88,126
1,17
39,75
187,39
36,93
82,50
25,96
30,123
33,10
5,43
97,116
264,116
7,96
56,138
44,119
38,120
391,173
49,37
30,79
141,110
36,51
36,60
62,21
29,173
30,26
21,84
5,79
104,95
15,162
32,144
293,38
171,136
32,84
26,68
16,39
131,65
71,333
28,93
223,35
48,39
148,41
21,64
33,26
140,53
41,44
54,85
40,52
35,36
21,25
12,123
231,184
231,205
126,33
23,117
50,249
60,25
98,55
65,210
150,114
100,147
3,33
136,33
73,328
18,26
105,62
20,108
58,103
68,110
40,28
79,76
63,80
12,62
114,26
11,289
40,57
2,94
217,58
161,123
78,75
21,23
35,86
51,42
5,45
65,31
64,200
38,28
47,94
29,47
30,98
103,35
102,387
262,18
31,65
55,273
63,123
4,70
27,97
197,35
6,67
36,225
23,227
37,59
183,35
104,262
47,11
43,34
301,108
26,135
147,304
97,158
261,11
63,88
73,92
71,135
5,50
26,41
48,150
35,29
126,51
28,74
166,55
15,53
128,66
7,66
24,85
25,225
198,56
93,15
242,57
41,113
31,46
36,51
62,179
65,19
215,93
54,70
25,30
27,196
44,36
30,21
22,201
224,41
114,78
31,122
4,74
96,52
68,46
83,55
129,45
45,65
46,99
113,311
240,19
33,85
16,63
81,274
75,95
42,214
73,61
306,43
14,33
16,53
29,55
86,216
40,78
24,200
176,60
161,32
51,198
0,168
156,173
44,13
21,133
21,96
422,26
130,35
87,31
140,125
45,35
39,33
216,113
112,192
69,38
53,55
14,35
19,58
291,42
81,64
40,14
62,37
34,39
89,78
105,144
62,272
49,47
56,45
78,26
31,15
135,41
9,13
78,114
44,51
71,64
223,318
51,35
40,62
34,274
9,29
37,122
444,135
60,81
82,250
58,38
187,90
226,61
183,32
103,93
22,297
31,148
35,321
25,73
10,8
7,62
52,52
56,38
135,221
68,75
54,46
37,63
115,31
51,38
55,21
26,76
53,226
119,50
168,37
75,75
51,63
12,65
23,36
30,26
72,40
44,34
369,312
130,63
1,87
45,22
83,74
7,75
33,115
195,73
368,81
78,64
82,22
13,68
190,226
364,57
83,79
327,210
176,63
226,15
306,58
47,32
17,43
211,79
27,225
30,83
24,208
42,34
364,15
33,27
252,37
30,50
44,57
391,50
96,46
63,66
198,133
73,116
1,57
46,105
73,70
129,42
45,35
45,39
33,145
58,146
12,457
100,44
17,95
22,68
60,33
48,106
47,45
195,130
7,67
100,115
2,86
62,21
30,33
185,194
45,43
23,108
30,141
86,110
40,112
22,234
15,133
64,66
50,35
416,52
318,117
22,205
55,55
16,153
102,52
342,94
73,110
73,56
176,22
39,31
31,11
290,177
364,84
24,14
26,75
24,94
78,123
358,170
30,300
32,312
293,151
147,158
141,8
5,294
54,52
65,68
301,32
48,173
55,60
27,46
96,41
52,186
30,218
29,79
342,118
67,26
35,144
144,36
27,32
50,231
51,5
31,2
121,52
3,41
115,396
37,20
38,79
25,301
60,136
38,82
29,35
63,68
50,84
105,125
261,59
121,29
57,78
87,76
90,84
51,36
55,124
29,95
32,79
74,8
58,113
333,40
62,173
53,81
42,144
134,173
63,85
86,148
342,58
7,138
40,56
20,111
67,19
97,177
178,77
115,141
30,112
67,224
304,50
4,88
41,69
106,159
72,45
57,228
7,52
5,122
7,301
44,201
141,55
72,70
226,75
67,35
45,40
22,36
8,78
62,374
44,215
28,40
71,5
114,78
24,57
224,66
15,26
10,81
42,38
130,21
43,38
48,36
12,43
161,90
86,46
322,140
60,22
28,85
34,16
12,63
37,26
47,21
18,102
14,33
20,22
71,200
119,46
19,47
42,67
26,95
216,138
33,35
24,178
72,355
63,57
19,58
27,79
22,352
31,34
27,337
97,32
20,186
69,378
5,99
1,20
36,61
224,189
27,109
141,60
108,27
56,24
216,27
62,68
100,124
16,114
78,98
21,148
56,40
52,32
76,36
52,68
133,86
83,58
75,80
129,146
112,114
29,17
52,113
115,26
13,72
42,75
16,384
40,162
12,153
113,133
10,208
145,67
29,74
97,31
113,112
63,188
290,265
33,31
107,177
68,37
53,48
65,106
290,45
45,125
12,360
160,99
67,189
352,147
17,207
141,42
25,104
57,48
104,489
75,39
39,112
53,207
70,75
52,208
36,215
373,14
91,32
26,178
322,34
85,58
46,70
40,50
51,47
33,165
16,57
65,305
103,59
119,72
48,23
24,92
11,35
126,141
161,7
10,69
364,97
16,37
15,56
11,24
62,17
73,54
10,49
5,47
112,40
27,73
29,43
75,122
16,21
52,117
377,100
56,77
63,19
70,34
22,26
59,50
320,8
10,131
27,77
102,20
198,51
20,113
43,45
29,107
213,88
9,29
30,36
22,52
41,47
214,110
73,157
208,53
12,58
364,186
25,72
37,66
2,53
218,29
4,227
98,113
2,88
112,83
52,63
48,17
91,61
52,38
174,136
55,31
8,57
12,60
41,42
46,29
8,22
115,246
84,105
14,76
74,151
63,59
29,44
30,83
176,88
55,39
80,52
125,83
177,32
64,8
96,41
37,86
43,28
4,49
19,40
47,61
30,25
51,119
38,195
13,120
47,78
56,176
84,27
286,152
163,198
9,61
40,48
9,85
7,55
8,38
22,236
10,99
72,19
350,61
66,105
57,29
46,146
126,37
71,62
128,30
86,33
78,294
160,191
161,46
24,138
12,144
163,78
262,186
312,84
246,19
11,8
19,53
52,37
41,54
85,186
8,16
49,84
102,90
56,59
40,67
67,22
75,22
32,68
29,45
53,226
55,83
224,99
10,68
115,165
60,90
46,60
8,35
145,93
24,25
136,173
73,41
66,191
136,45
44,41
1,21
31,56
36,117
129,208
26,120
5,45
55,208
37,36
160,36
119,52
12,29
8,67
5,106
52,499
286,52
66,112
258,126
22,17
24,110
48,75
30,61
156,59
176,119
52,55
4,22
84,252
65,42
102,300
41,38
43,75
40,50
444,368
167,125
87,489
25,97
7,108
161,123
70,47
48,108
94,31
17,142
45,64
368,41
86,50
8,73
279,42
38,99
60,72
15,140
25,66
71,51
191,47
284,67
27,31
75,18
51,45
185,225
26,60
76,61
163,107
40,56
19,33
23,266
14,83
28,208
188,218
51,11
5,79
115,78
24,28
58,34
0,44
444,122
25,115
113,146
29,20
312,26
86,35
168,10
37,36
109,34
52,47
19,58
43,45
30,72
134,117
183,80
53,34
6,42
130,66
85,41
52,166
76,82
300,96
279,27
89,45
99,32
61,55
107,35
66,28
97,50
99,21
202,72
129,135
59,309
85,35
21,25
9,52
196,66
22,76
287,89
12,70
75,39
17,49
137,208
26,200
66,46
29,25
63,64
51,24
78,77
46,108
102,124
49,77
49,70
0,250
126,84
416,43
364,55
21,88
56,40
30,95
6,114
115,57
25,51
86,383
24,24
11,34
138,432
14,47
104,50
90,104
54,316
89,28
115,300
64,321
30,96
90,188
48,49
256,84
21,61
32,55
58,30
15,36
55,146
36,78
42,78
11,252
30,62
142,30
78,214
124,40
87,35
94,387
36,65
64,28
128,223
22,32
47,48
2,80
26,40
386,32
37,23
70,54
8,41
91,227
102,25
42,178
141,56
162,47
47,212
5,24
39,47
35,28
159,40
35,151
47,35
24,78
77,155
20,177
46,21
0,112
20,37
12,28
36,62
45,19
239,84
83,50
60,35
69,27
369,28
35,127
152,85
27,169
63,70
89,22
99,100
112,41
187,47
71,63
38,39
40,126
14,61
100,87
12,39
294,63
37,31
43,76
26,24
76,20
26,113
96,173
43,37
88,173
148,50
93,62
53,62
26,52
216,195
64,31
90,318
187,51
74,72
447,88
2,205
142,97
5,55
53,67
22,38
41,208
32,108
143,35
35,114
23,57
49,47
27,60
118,34
39,129
14,151
38,75
161,32
4,63
86,113
330,77
71,65
19,36
264,37
30,104
342,62
104,77
1,78
32,32
40,5
26,232
129,39
223,66
407,62
312,35
26,114
83,226
30,113
67,57
190,42
50,216
124,173
48,52
31,82
47,146
105,57
85,47
227,208
66,153
65,74
57,100
96,26
134,144
24,53
42,128
69,139
65,66
68,177
52,138
369,79
167,20
70,8
37,112
34,114
106,150
44,26
113,70
1,385
98,126
173,59
32,61
216,9
90,330
84,27
57,98
7,189
283,27
5,141
70,84
25,36
64,20
111,86
29,100
94,52
162,38
3,307
15,75
109,123
144,51
123,45
19,330
161,111
22,155
78,171
156,45
1,90
18,40
31,98
95,22
25,33
30,70
166,70
112,50
165,196
185,375
2,117
376,43
91,237
23,41
74,71
190,74
258,200
87,183
101,36
223,196
125,136
7,18
56,58
4,59
404,53
22,67
36,5
15,218
216,119
14,86
6,85
61,62
184,246
75,54
56,94
40,105
179,95
129,22
1,90
71,131
28,27
61,62
211,85
40,40
13,20
33,59
114,139
45,237
66,76
162,93
49,187
73,59
208,136
68,47
342,20
5,50
3,81
45,11
174,48
53,108
106,46
21,135
113,119
25,76
62,54
23,107
41,37
125,448
83,74
223,99
40,138
80,311
77,40
10,146
24,289
107,29
27,78
14,21
216,98
51,40
2,227
167,69
5,75
51,35
39,48
86,41
3,84
121,112
62,52
67,159
44,39
94,15
57,11
20,39
36,85
8,78
121,42
30,29
128,316
24,39
102,116
182,78
48,65
48,195
46,52
301,32
31,59
246,96
149,83
14,78
115,28
12,73
43,169
383,28
63,97
140,63
56,65
13,5
29,330
177,48
377,41
47,48
46,114
7,21
47,27
24,134
87,78
64,84
76,36
68,135
148,256
86,426
21,50
113,34
77,114
93,31
7,35
53,19
113,74
49,88
174,48
68,66
40,52
145,43
352,45
7,83
15,113
130,73
227,29
74,164
165,30
95,225
97,45
205,34
71,45
4,6
167,28
18,118
80,60
108,29
62,62
14,173
15,30
22,106
28,46
37,109
57,75
4,40
125,50
25,22
5,39
8,72
49,35
27,113
51,93
88,81
190,52
11,68
45,175
181,75
81,52
88,5
55,5
31,72
161,37
16,18
63,61
174,48
80,32
50,32
49,22
21,116
25,56
25,246
177,90
23,52
27,31
16,114
40,106
81,65
30,241
198,48
447,44
17,49
129,240
12,58
4,280
136,193
81,105
301,202
61,51
32,52
89,28
177,176
89,119
98,250
167,73
18,70
102,44
50,50
5,59
2,22
217,112
22,20
297,35
12,112
291,276
24,28
101,49
179,171
147,9
52,70
48,18
16,119
129,38
28,172
76,78
30,61
137,146
13,212
48,80
333,50
72,52
40,62
205,83
425,28
128,70
82,66
63,99
13,60
118,316
11,12
74,40
96,45
75,75
36,72
27,31
23,160
103,50
0,138
206,50
166,45
59,69
7,20
54,8
77,8
24,53
66,99
54,42
44,107
102,61
148,70
14,41
68,107
70,158
21,21
65,37
80,300
73,68
134,120
113,58
17,84
84,21
99,44
96,111
25,184
128,26
22,188
24,134
74,148
260,131
48,80
45,58
55,73
39,116
7,79
58,67
96,53
55,312
51,8
80,119
34,127
35,45
44,42
17,231
104,111
444,15
136,18
30,329
128,84
25,88
20,32
130,126
4,8
35,36
62,74
136,69
52,29
23,58
131,62
147,28
51,43
29,47
84,73
96,56
147,448
10,39
210,86
8,107
263,61
12,38
67,23
164,29
191,47
64,107
101,60
80,144
37,265
65,74
20,18
10,426
327,96
20,30
44,120
114,27
55,40
97,192
41,72
27,125
40,66
13,119
12,45
34,148
299,28
97,42
314,173
300,8
6,56
21,8
166,96
66,0
319,26
45,53
102,112
50,146
171,59
5,150
113,82
19,40
15,204
55,35
40,38
52,25
54,226
206,58
22,324
100,46
239,96
54,131
5,48
33,45
155,46
39,65
25,109
110,50
39,181
323,32
48,52
44,113
21,93
142,37
42,64
136,155
73,114
50,67
73,72
150,92
71,96
126,77
51,156
89,96
116,70
127,96
330,29
14,34
168,129
90,27
91,110
8,35
178,83
73,432
19,32
40,65
131,106
10,119
45,212
40,23
91,426
44,41
5,50
55,178
39,44
65,50
290,147
65,97
51,187
16,383
10,73
188,138
49,10
34,70
33,9
68,301
38,40
32,43
303,123
40,166
190,113
74,368
320,499
48,40
40,35
15,41
294,160
56,124
103,134
148,70
106,121
8,62
35,144
24,104
54,105
42,49
40,322
58,95
115,128
89,265
24,31
104,70
103,20
33,63
86,159
252,146
30,40
21,131
101,43
10,52
32,84
155,118
84,50
112,137
17,82
107,24
181,183
127,82
240,41
7,138
121,67
10,38
23,35
57,49
63,78
44,84
215,16
20,118
68,6
12,34
89,174
55,374
34,146
41,18
119,42
60,93
115,21
1,83
66,58
102,65
52,314
7,88
31,137
4,93
312,66
221,316
56,171
294,83
109,66
102,95
29,166
104,75
51,30
103,435
66,87
156,24
46,43
51,42
35,42
41,27
71,138
105,30
142,2
18,51
66,78
64,42
17,45
17,190
66,36
5,50
297,151
78,35
287,17
106,48
113,177
56,37
28,175
1,34
28,375
35,30
97,101
46,88
52,187
4,63
13,82
41,72
93,146
36,318
87,105
53,49
73,50
17,115
80,46
88,39
21,113
79,188
83,82
156,65
20,131
108,114
12,75
40,5
81,15
477,137
27,315
12,40
4,85
137,87
56,39
5,24
64,32
15,72
29,46
161,118
23,45
52,293
20,42
105,223
51,21
58,58
56,47
17,117
45,159
53,20
51,53
69,111
297,144
149,240
64,83
86,58
94,173
53,48
48,32
167,75
78,127
77,140
98,67
54,20
17,160
16,61
112,33
62,31
57,45
53,60
48,61
51,151
35,46
160,184
113,187
14,46
65,101
28,38
72,15
96,112
40,40
50,74
177,72
119,55
33,68
71,14
78,70
136,79
37,138
184,33
28,63
67,131
129,87
51,22
134,297
384,26
223,83
126,39
9,144
32,13
32,29
98,67
62,80
23,38
39,50
21,65
177,42
94,37
40,252
136,11
131,55
26,38
98,146
29,44
12,46
102,153
60,159
46,25
89,118
62,45
290,64
293,22
30,17
26,355
15,62
103,31
97,195
51,81
114,21
391,94
7,124
62,12
60,280
126,121
44,40
422,32
25,107
52,111
26,96
84,158
57,22
113,200
45,50
224,117
37,18
11,25
65,70
24,62
50,162
32,383
68,32
62,145
71,32
71,93
158,15
148,30
160,32
135,41
21,266
40,71
30,177
52,15
43,108
18,67
191,58
95,136
46,37
63,181
103,55
194,18
55,20
266,91
215,27
139,80
36,40
179,61
2,30
14,172
26,30
252,53
308,98
10,62
133,71
69,330
7,34
72,271
121,70
47,121
262,134
87,80
239,20
8,120
30,66
20,24
52,111
14,22
63,135
49,489
135,46
156,89
18,15
386,41
24,27
59,50
113,112
61,34
52,78
52,27
137,72
34,39
63,118
25,114
28,35
1,87
103,120
40,33
63,374
54,63
35,137
63,29
116,70
165,135
5,52
73,147
68,41
106,186
31,11
333,43
17,77
71,77
43,8
38,34
38,59
52,105
27,16
96,61
35,76
49,59
81,40
308,226
12,41
94,58
142,236
40,90
179,41
32,86
115,39
106,61
6,63
26,79
29,379
32,300
161,48
43,58
127,43
44,74
30,112
78,40
60,60
143,55
49,240
50,61
239,21
35,66
48,47
98,63
87,40
102,125
2,121
20,15
40,17
50,93
56,47
27,76
208,65
57,84
114,45
290,81
58,343
444,273
30,93
32,43
38,71
21,58
404,85
25,33
312,46
86,49
54,8
161,111
55,38
49,234
37,61
60,133
86,22
67,106
72,39
107,83
126,106
72,218
27,313
68,171
134,86
57,190
4,70
204,50
48,73
168,20
55,64
53,296
400,426
136,40
156,26
25,31
74,153
23,37
43,144
46,218
21,214
13,68
54,60
36,54
53,39
137,72
30,72
14,23
142,414
20,58
224,57
162,36
50,53
45,46
30,47
39,150
287,32
95,31
41,96
55,173
24,166
57,75
141,54
132,17
1,108
318,128
24,45
57,131
174,136
162,38
233,56
87,112
104,53
68,81
10,33
82,56
215,49
21,25
20,144
1,70
84,46
106,100
33,13
65,55
27,80
47,96
46,37
9,58
10,34
57,70
52,31
60,137
36,113
25,114
28,17
5,40
34,58
76,78
57,322
62,73
84,318
9,61
110,13
34,62
13,77
39,106
47,168
183,72
2,239
12,38
67,62
27,117
55,96
103,76
30,272
18,76
116,118
25,314
132,68
63,40
123,159
62,135
43,14
12,18
62,62
141,60
117,201
39,58
386,146
53,35
108,54
4,68
5,115
19,68
76,207
75,44
83,72
14,56
84,41
47,394
204,225
29,42
270,328
69,59
21,25
64,151
11,43
38,100
62,140
226,88
14,56
194,119
45,103
97,151
364,164
42,49
52,113
191,435
76,84
56,58
150,387
118,169
40,78
302,14
100,39
43,177
26,82
33,270
67,44
53,81
178,3
8,61
63,33
318,97
184,106
83,68
109,36
1,246
62,46
176,97
26,172
13,42
80,122
27,55
50,68
96,118
112,146
36,137
49,20
128,18
17,84
47,77
83,25
62,14
10,337
56,139
45,122
11,50
76,119
43,44
18,105
156,179
54,100
63,30
23,93
26,25
75,90
42,115
86,8
263,31
86,207
27,85
78,228
97,50
57,140
115,63
30,81
35,66
53,30
6,136
118,96
24,53
308,139
52,62
71,73
53,91
126,15
74,65
152,315
13,31
4,70
156,112
12,289
107,186
53,117
10,57
48,196
89,50
65,36
102,39
128,19
139,14
95,60
114,124
136,170
128,234
2,39
28,27
74,140
22,17
422,16
200,432
141,158
68,84
23,31
83,125
7,34
438,65
97,73
50,42
44,117
23,12
8,62
190,42
84,41
89,33
27,42
6,47
56,54
148,112
302,29
246,7
94,39
22,45
286,157
270,74
32,144
30,122
43,48
165,57
293,39
128,66
27,103
19,58
87,80
26,65
116,58
53,374
155,44
94,33
22,33
52,78
50,125
8,86
30,27
52,52
36,64
48,181
30,86
215,30
124,63
167,66
112,39
47,60
35,38
22,343
136,45
19,310
21,27
34,115
65,42
227,67
15,61
47,74
57,35
279,67
49,95
54,218
112,25
57,50
74,85
71,153
53,27
407,60
24,26
290,40
21,52
129,104
55,104
126,120
217,33
42,84
89,50
40,51
97,42
89,49
25,47
136,44
28,73
124,183
89,26
40,252
290,81
68,81
102,15
34,111
91,104
55,50
50,76
30,35
152,158
106,172
14,59
57,249
64,106
49,77
72,90
126,84
126,22
29,62
28,34
191,212
3,197
85,52
330,31
102,53
148,149
31,256
76,47
36,29
114,81
29,44
37,48
60,173
206,119
5,11
29,25
5,273
35,360
39,51
83,137
314,214
45,49
176,88
22,133
90,90
48,40
37,194
127,44
26,27
119,97
40,78
27,27
